Unnamed: 0,id,permit_,permit_type,application_start_date,issue_date,street_number,street_name,work_type,work_description,subtotal_waived,total_fee,census_tract,ward,xcoordinate,ycoordinate,issue_year,issue_month,issue_day,is_solar,is_flood,is_green
438340,2753003,100648530,PERMIT - NEW CONSTRUCTION,2016-05-06T00:00:00.000,2016-05-06T00:00:00.000,640.0,WELLS ST,,"NEW CONSTRUCTION - FULL BUILDING FOR A PROPOSED 23 STORY 250 UNIT RESIDENTIAL MIXED USE BUILDING. INCLUDES STRUCTURED PARKING WITH 141 SPACES (W/ GROUND FLOOR COMMERCIAL) PER PLANS. {FOUNDATION AND SUPERSTRUCTURE UNDER SEPARATE PERMIT (#100628596)}. GREEN ROOF AREA = 8,221 SQ.FT. 640 N WELLS.",0.0,199819.09,81800.0,42.0,1174580.7776819305,1904614.430656799,2016,05,06,0,0,1
439294,2754930,100649756,PERMIT - RENOVATION/ALTERATION,2016-06-20T00:00:00.000,2016-11-14T00:00:00.000,2126.0,DAYTON ST,,"ERECT PATIO, LANDSCAPE STEPS, FENCE, AND SLIDING DOORS FOR TWO PRIVATE PARKING SPACE ON NORTH PART OF THE PROPERTY; ERECT PLANTERS AND FENCE IN THE FRONT YARD FOR THE EXIST. SFR. AS PER PLANS.",0.0,1470.31,71100.0,43.0,1170229.2989610224,1914470.2850889808,2016,11,14,0,0,1
440666,2757603,100651389,PERMIT - NEW CONSTRUCTION,2016-09-06T00:00:00.000,2016-09-06T00:00:00.000,625.0,ADAMS ST,,"***DIRECT DEVELOPER PILOT PROGRAM***NEW CONSTRUCTION OF 20-STORY OFFICE BUILDING WITH 5 LEVELS OF ABOVE GROUND PARKING AND 22,452SF OF GREEN ROOF. FOUNDATION UNDER SEPARATE PERMIT 100634194",0.0,378443.75,281900.0,42.0,1172055.137252305,1899307.7121644176,2016,09,06,0,0,1
440769,2757795,100651522,PERMIT - NEW CONSTRUCTION,2016-06-06T00:00:00.000,2016-10-06T00:00:00.000,2407.0,EASTWOOD AVE,,NEW 5 STORY BUILDING. 40 RESIDENTIAL UNITS WITH 1 RETAIL UNIT ON FIRST FLOOR W/10 CAR GARAGE AS PER PLANS. - INCLUDES A GREEN ROOF***FOUNDATION PERMIT UNDER PERMIT #100646489**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,0.0,32070.56,40700.0,47.0,1159437.636905237,1930721.8241872613,2016,10,06,0,0,1
442100,2760539,B100653158,PERMIT – EXPRESS PERMIT PROGRAM,2016-06-02T00:00:00.000,2016-06-02T00:00:00.000,600.0,KINZIE ST,Monthly Maintenance Permit,SCHEDULED PM ON ELECTRICAL EQUIPMENT INSIDE A CHOCOLATE FACTORY PLANT. REWIRE EXISTING SUGAR GRINDER. WIRE POWER FOR THE AUTOMATIC CONVEYING SYSTEM - COCOA DEP.,0.0,525.0,243600.0,27.0,1172231.085536217,1902955.411466567,2016,06,02,0,0,1
443041,2762576,100654380,PERMIT - RENOVATION/ALTERATION,2016-06-22T00:00:00.000,2016-06-22T00:00:00.000,1664.0,DIVISION ST,,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100633291; REVISIONS INCLUDE: UNIT HVAC HAS BEEN REVISED TO BE GAS-FIRED FORCED AIR FURNACES; UNIT LAYOUTS HAVE BEEN REVISED TO REFLECT HVAC REVISION; EXTERIOR ELEVATIONS HAVE BEEN REVISED TO REFLECT HVAC REVISION; 2ND FLOOR ROOF TERRACES / GREEN ROOF REVISED THRU V.E. PROCESS; AMENITY AND FITNESS ROOMS RELOCATED TO 6TH FLOOR; BLACK IRON DUCT ADDED; ALL AS PER PLANS,0.0,2214.0,241400.0,1.0,1164833.0685189522,1908092.5621695416,2016,06,22,0,0,1
443598,2763895,100655125,PERMIT - RENOVATION/ALTERATION,2016-08-17T00:00:00.000,2016-08-18T00:00:00.000,4901.0,IRVING PARK RD,,"INTERIOR ALTERATION AND EXTERIOR RENOVATION OF 2-STORY, 67000 SQUARE FOOT BUILDING TO INCLUDE CREATING DEMISED SPACES, NEW BASIC ELECTRICAL, MECHANICAL AND PLUMBING WORK,NEW ROOFING, GREEN ROOF SYSTEMS,NEW WINDOWS, NEW EXIT DOORS, SITE WORK AND CLEANING/ RESTORING EXISTING MASONRY FACADE, LANDSCAPING, CURB CUTS AND PARKING LOT IMPROVEMENTS.",0.0,31224.23,150800.0,45.0,1142947.4554301333,1926103.0838926,2016,08,18,0,0,1
444704,2766160,100656481,PERMIT - RENOVATION/ALTERATION,2016-12-06T00:00:00.000,2016-12-13T00:00:00.000,427.0,LA SALLE ST,,"INSTALLATION OF EXTENSION OF EXISTING ROOFTOP PLATFORM SUPPORTING EXISTING ROOF EQUIPMENT TO SUPPORT NEW ROOFTOP MECHANICAL ROOM. NEW ROOM TO HOUSE CHILLER PLANT, NEW CONDENSER, AND NEW STRUCTURAL SUPPORT AT EXISTING 8 STORY OFFICE BUILDING AS PER PLANS",0.0,842.63,839100.0,4.0,1175359.2283735732,1898264.3332538356,2016,12,13,0,0,1
446553,2769784,B100658657,PERMIT – EXPRESS PERMIT PROGRAM,2016-07-07T00:00:00.000,2016-07-07T00:00:00.000,600.0,KINZIE ST,Monthly Maintenance Permit,1. REQUIRED PM ON ELECTRICAL EQUIPMENT INSIDE A CHOCOLATE FACTORY PLANT. 2. WIRE NEW BRANCH CIRCUIT FOR THE AIR HANDLING UNIT - PRESSES.,0.0,450.0,243600.0,27.0,1172231.085536217,1902955.411466567,2016,07,07,0,0,1
446656,2769989,100658784,PERMIT - NEW CONSTRUCTION,2016-07-08T00:00:00.000,2016-07-11T00:00:00.000,451.0,GRAND AVE,,"NEW CONSTRUCTION: FULL BUILDING PERMIT FOR A 68-STORY HIGH-RISE RESIDENTIAL CONDOMINIUM AND APARTMENT BUILDING WITH AMENITY FLOORS AND DECK. 348 DWELLING UNITS WITH ACCESS TO EXISING SUBGRADE STRUCTURED PARKING ALL AS PER PLANS. STRUCTURAL PEER REVIEW. FOUNDATION UNDER PERMIT #100639176. **GREEN ROOF = 2,327 SF 451 EAST GRAND.",263020.0,492178.14,81402.0,42.0,1179628.511570214,1903966.7269254432,2016,07,11,0,0,1
448672,2773978,100661139,PERMIT - EASY PERMIT PROCESS,2016-07-22T00:00:00.000,2016-07-22T00:00:00.000,1823.0,BISSELL ST,,"FORM & POUR NEW 36"" WIDE, 12"" THICK CONCRETE FOOTINGS 42"" BELOW GRADE AND POUR 8"" CONCRETE WALL FOR NEW BUILT IN GRILL AND COUNTER 36"" HIGH WITH WOOD STORAGE AREA 15'-0"" LONG AND (2) 18"" HIGH PLANTERS ALONG (1) 4'-0"" LONG AND (1) L SHAPED 2'-0"" LONG NORTH PROPERTY LINE.",0.0,525.0,832600.0,43.0,1169726.2916013526,1912154.524378566,2016,07,22,0,0,1
448745,2774117,100661217,PERMIT - RENOVATION/ALTERATION,2016-08-15T00:00:00.000,2017-09-14T00:00:00.000,1550.0,STATE PKWY,,"PROPOSED ACCESSORY PRIVATE ROOF DECK ACCESSED BY SINGLE UNIT 104, WITH SUPPORTING STEEL STRUCTURE, STATIONARY PLANTERS, NEW STEEL PERGOLA & DOOR & WINDOW REPLACEMENT TO UNIT 104  - RESIDENTIAL CLASS A-2 MULTIPLE DWELLING (23 UNITS) PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",0.0,1575.0,80201.0,2.0,1175956.5134418255,1910951.741657649,2017,09,14,0,0,1
449590,2775625,100662222,PERMIT - EASY PERMIT PROCESS,2016-07-28T00:00:00.000,2016-07-28T00:00:00.000,700.0,107TH ST,,"INSTALL ONE 200 TON AMMONIA HEAT EXCHANGER(ALFA LAVAL), AND ONE 70 TON EXCHANGER(CHESTER JENSEN), AND ALL ASSOCIATED AMMONIA PIPING. EXCHANGERS ARE SERVING A EGG PROCESSING PLANT. WHEN WORK IS COMPLETE CALL SUPERVISOR BOB O'MARA(312)743-7226 FOR AN INSPECTION.",0.0,600.0,500200.0,9.0,1182848.369752501,1833928.96707025,2016,07,28,0,0,1
449768,2775930,100662427,PERMIT - RENOVATION/ALTERATION,2016-08-02T00:00:00.000,2016-08-02T00:00:00.000,403.0,WABASH AVE,,"DEMOLITION ONLY: NON-STRUCTURAL DEMOLITION OF AN EXISTING PLAZA ABOVE A 4 LEVEL PARKING GARAGE INCLUDING REMOVAL OF PLANTERS, PAVING AND SITE ELEMENTS FOR FUTURE CONSTRUCTION",0.0,875.11,81500.0,42.0,1176705.2336147309,1903077.5214759724,2016,08,02,0,0,1
450411,2777142,100663200,PERMIT - SIGNS,2016-09-23T00:00:00.000,2016-10-17T00:00:00.000,355.0,ERIE ST,,E ONTARIO ST / N MCCLURG CT.  SIGN TYPE ST01- 02.  SINGLE FACE INTERNALLY ILLUMINATED CHANNEL LETTERS MOUNTED TO ALUMINUM WIREWAY.  SIGN INSTALLED ON PLANTER.,0.0,400.0,81401.0,42.0,1178960.4478820532,1904823.6718080523,2016,10,17,0,0,1
450447,2777220,100663259,PERMIT - SIGNS,2016-09-23T00:00:00.000,2017-02-13T00:00:00.000,355.0,ERIE ST,,E ERIE ST.  SIGN TYPE ST01-01.  SINGLE FACE INTERNALLY ILLUMINATED CHANNEL LETTERS MOUNTED TO ALUMINUM WIREWAY.  SIGN INSTALLED ON PLANTER,0.0,400.0,81401.0,42.0,1178960.4478820532,1904823.6718080523,2017,02,13,0,0,1
450496,2777307,100663313,PERMIT - SIGNS,2016-09-23T00:00:00.000,2017-02-13T00:00:00.000,355.0,ERIE ST,,E ERIE ST.  SIGN TYPE ST02-01.  DOUBLE FACE INTERNALLY ILLUMINATED WAYFINDING SIGN.  SIGN INSTALLED ON PLANTER.,0.0,300.0,81401.0,42.0,1178960.4478820532,1904823.6718080523,2017,02,13,0,0,1
450497,2777308,100663314,PERMIT - SIGNS,2016-09-23T00:00:00.000,2016-10-17T00:00:00.000,355.0,ERIE ST,,N MCCLURG CT.  SIGN TYPE ST02-02.  DOUBLE FACE INTERNALLY ILLUMINATED WAYFINDING SIGN.  SIGN INSTALLED IN PLANTER (BY OTHERS).,0.0,300.0,81401.0,42.0,1178960.4478820532,1904823.6718080523,2016,10,17,0,0,1
451090,2778577,100664021,PERMIT - EASY PERMIT PROCESS,2016-08-09T00:00:00.000,2016-08-12T00:00:00.000,189.0,LAKE SHORE DR,,REMOVE\REPLACE ROOF DECK & PLANTERS ON ROOF OF EXISTING 18 STORY CONDO BUILDING.,0.0,250.0,81202.0,2.0,1177830.651559491,1907233.7977824337,2016,08,12,0,0,1
451132,2778648,100664069,PERMIT - RENOVATION/ALTERATION,2016-09-22T00:00:00.000,2016-11-10T00:00:00.000,1544.0,NORTH AVE,,INTERIOR ALTERATIONNS TO EXISTING PERMITTED BUILDING PER PLANTS,0.0,2350.0,842300.0,32.0,1165605.9107951678,1910771.3826627363,2016,11,10,0,0,1
451632,2779644,100664654,PERMIT - RENOVATION/ALTERATION,2017-02-24T00:00:00.000,2017-02-24T00:00:00.000,855.0,WELLS ST,,"FOUNDATION ONLY OF A 4-STORY OFFICE BUILDING WITH MECHANICAL PENTHOUSE AND BASEMENT AND ASSOCIATED SITE WORK AS PER PLANS. ***(1,574 SQ. FT. GREEN ROOF) (STRUCTURAL PEER REVIEW)***",0.0,6094.2,81000.0,2.0,1174609.0061315263,1906286.531891029,2017,02,24,0,0,1
452747,2781834,100666018,PERMIT - NEW CONSTRUCTION,2016-12-15T00:00:00.000,2016-12-15T00:00:00.000,1920.0,MILWAUKEE AVE,,"FULL BUILDING PHASE- INTERIOR BUILD-OUT OF NEW 7 STORY 44 UNIT RESIDENTIAL BUILDING WITH GROUND FLOOR RETAIL AND INSTALLATION OF 3,775 SF GREEN ROOF AND BOCCE BALL COURT AT ROOF. FOUNDATION AND SUPERSTRUCTURE (GREEN ROOF STRUCTURE) PERMITTED UNDER 100652264",0.0,21793.94,222200.0,32.0,1160209.208742039,1912752.4855561429,2016,12,15,0,0,1
455158,2786701,100668854,PERMIT - RENOVATION/ALTERATION,2016-10-19T00:00:00.000,2016-12-07T00:00:00.000,3748.0,GREENVIEW AVE,,"REVISION TO PERMIT #100541512, TO ADD AN ACCESSORY MASONRY REAR FIRE PLACE WITH CHIMNEY, PLANTER AND EXTENSION OF NO COMBUSTIBLE REAR DECK TO AN EXISTING SINGLE FAMILY RESIDENCE AND A 6'-0"" HIGH PRIVACY FENCING, AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",0.0,1200.0,60400.0,44.0,1165599.508100893,1925183.798887806,2016,12,07,0,0,1
456106,2788571,100670004,PERMIT - NEW CONSTRUCTION,2016-10-24T00:00:00.000,2017-06-15T00:00:00.000,657.0,OHIO ST,,"CONSTRUCTION OF NEW TYPE 1A, 4-STORY BUILDING ADDITION TO EXISTING 661 W OHIO ST BUILDING. BUILDING ADDITION USE TO BE CLASS H-3, GARAGE, ON FIRST FLOOR AND CLASS E, BUSINESS ON SECOND-FOURTH FLOORS. INCLUDES 330 SF OF VEGETATED GREEN ROOF.",0.0,2875.0,842300.0,27.0,1171674.1369958937,1904050.895654213,2017,06,15,0,0,1
456576,2789478,100670584,PERMIT - WRECKING/DEMOLITION,2016-09-20T00:00:00.000,2016-10-04T00:00:00.000,3245.0,103RD ST,,WRECK AND REMOVE SILOS #7 AND #18 AND BARGE LOADER AT THE FORMER CARMUESE LIME NORTH PLANT.,0.0,500.0,520200.0,10.0,1199938.289287632,1837206.8659084495,2016,10,04,0,0,1
456843,2789945,100670889,PERMIT - EASY PERMIT PROCESS,2016-09-21T00:00:00.000,2016-09-21T00:00:00.000,1414.0,WELLS ST,,WORK TO INCLUDE ADDRESSES AT 1414 & 1450 N. WELLS. CAULKING & TUCKPOITNING. REPAIRS TO A MASONRY PLANT BOX.,0.0,250.0,80300.0,27.0,1174403.594256983,1909875.803100136,2016,09,21,0,0,1
458199,2792414,100672553,PERMIT - SIGNS,2016-11-09T00:00:00.000,2016-11-29T00:00:00.000,1101.0,43RD ST,,"NORTH: 14'-3"" X 7' EXISTING MONUMENT SIGN - FACE REPLACEMENT ONLY ""ARDAGH GROUP - CHICAGO PLANT""",0.0,240.0,842600.0,11.0,1169642.1478246734,1876245.9171739465,2016,11,29,0,0,1
458443,2792949,100672875,PERMIT - NEW CONSTRUCTION,2016-11-25T00:00:00.000,2017-02-08T00:00:00.000,46.0,OAK ST,,GREEN ROOF INSTALLATION INCLUDED (WILL PROVIDE 1084 SF OF VEGETATION) ** NEW 4 STORY RETAIL BUILDING WITH PARTIAL BASEMENT FOR A SINGLE TENANT AS PER PLAN,0.0,3530.0,81201.0,42.0,1176634.7130422734,1907264.3857171503,2017,02,08,0,0,1
458519,2793125,100672969,PERMIT - NEW CONSTRUCTION,2016-10-20T00:00:00.000,2017-04-19T00:00:00.000,3355.0,DR MARTIN L KING JR DR,,"ERECT 1-STORY TYPE II-NON COMBUSTIBLE BLDG WITH 1,665 SF GREEN ROOF FOR RESTAURANT USE/TENANT AS PER PLANS.",0.0,2875.0,351000.0,4.0,1179505.3540223818,1882656.742486625,2017,04,19,0,0,1
458991,2793975,B100673521,PERMIT – EXPRESS PERMIT PROGRAM,2016-10-05T00:00:00.000,2016-10-05T00:00:00.000,600.0,KINZIE ST,Monthly Maintenance Permit,SCHEDULED PM ON ELECTRICAL EQUIPMENT INSIDE A CHOCOLATE FACTORY PLANT. INSTALL NEW SYSTEM FOR SPILL PREVENTION - CONCH RM.,0.0,750.0,243600.0,27.0,1172231.085536217,1902955.411466567,2016,10,05,0,0,1
459466,2794902,100674105,PERMIT - RENOVATION/ALTERATION,2016-10-25T00:00:00.000,2016-11-22T00:00:00.000,11601.0,TOUHY AVE,,REMOVE AND REPLACE AIR HANDLING UNITS AND ASSOCIATED EQUIPMENT TO INCLUDE ELECTRICAL AND NEW CONCRETE PADS AND STEEL FRAMING AND SUPPORT AT THE MEZZANINE AND BASEMENT AT O'HARE AIPORT H&R PLANT BUILDING AS PER PLAN.  NO PLUMBING WORK.,0.0,7294.28,,41.0,1098098.5774643964,1945979.209781826,2016,11,22,0,0,1
459704,2795320,100674376,PERMIT - NEW CONSTRUCTION,2017-06-27T00:00:00.000,2017-06-27T00:00:00.000,2340.0,CALIFORNIA AVE,,"(DIRECT DEVELOPER SERVICES)  NEW CONSTRUCTION OF A SIX (6) STORY RESIDENTIAL BUILDING (138 DWELLING UNITS) TO INCLUDE 1ST FLOOR PARKING (44 PARKING SPACES + 138 BIKE SPACES), RETAIL AND ASSOCIATED SITE WORK AS PER PLANS.  GREEN ROOF AREA IS 10,180 SQ. FT.",0.0,105032.52,221300.0,1.0,1157271.9085606418,1915543.3616611245,2017,06,27,0,0,1
460329,2796480,100675123,PERMIT - NEW CONSTRUCTION,2017-04-03T00:00:00.000,2017-05-18T00:00:00.000,1245.0,MONTANA ST,,REVISION TO PERMIT 100661331 REVISION MASONRY GARAGE DESIGN WITH 116 SF GREEN ROOF AND ROOF DECK AS PER PLANS. ** CERTIFIED CORRECTIONS ** CONDITIONAL APPROVAL * SUBJECT TO FIELD INSPECTION,0.0,569.2,70500.0,43.0,1167423.146344248,1916387.4070754375,2017,05,18,0,0,1
461196,2798272,B100676164,PERMIT – EXPRESS PERMIT PROGRAM,2016-10-21T00:00:00.000,2016-11-01T00:00:00.000,10510.0,ZEMKE RD,Fire Alarm System,"NON REQUIRED LOW VOLTAGE FIRE ALARM AT O'HARE BUILDING #450, HEATING & REFRIGERATION PLANT",0.0,150.0,760900.0,41.0,1105513.399912656,1941088.2801346,2016,11,01,0,0,1
461854,2799374,100676911,PERMIT - NEW CONSTRUCTION,2017-01-11T00:00:00.000,2017-04-19T00:00:00.000,1945.0,CICERO AVE,,"NEW CONSTRUCTION OF A ONE(1) STORY RETAIL BUILDING WITH DRIVE-THRU TO INCLUDE 3,100 SF GREEN ROOF AS PER PLANS",0.0,1865.3,191000.0,36.0,1144121.430855071,1912691.5303588829,2017,04,19,0,0,1
462057,2799786,100677154,PERMIT - EASY PERMIT PROCESS,2016-10-27T00:00:00.000,2016-10-27T00:00:00.000,4700.0,CALIFORNIA AVE,,WRECK AND REMOVE THE REMAINDER OF RC BOTTLING PLANT THAT WAS LEFT TO ALLOW COM ED EQUIPMENT REMOVAL.  BUILDING IS APPROX 30 X 20 X 10.  PREVIOUS STRUCTURE WAS REMOVED WITH PERMIT 100474718,0.0,250.0,842800.0,14.0,1158454.753779478,1873352.2948819357,2016,10,27,0,0,1
462653,2801027,100677902,PERMIT - EASY PERMIT PROCESS,2016-11-02T00:00:00.000,2016-11-02T00:00:00.000,3930.0,PINE GROVE AVE,,INSTALL CLADDING @ FIRST FLOOR & WATER PROOF PLANTERS @ FIRST FLOOR.,0.0,550.0,60800.0,46.0,1170651.071094036,1926490.3695479727,2016,11,02,0,0,1
463325,2802439,100678704,PERMIT - EASY PERMIT PROCESS,2016-11-08T00:00:00.000,2016-11-08T00:00:00.000,3604.0,59TH ST,,"PUMP DOWN AND REMOVE THREE EVAPORATORS #23,#24,#25 AND REPLACE WITH ONE NEW COLMAC 16 TON EVAPORATOR TO SERVE THE MID PLANT LOCATION.INSTALL ONE HANSEN AIR PURGER IN THE MACHINE ROM. CONTRACTOR TO REPIPE AND NITROGEN TEST SYSTEM.",0.0,750.0,620400.0,23.0,1153256.9162579027,1865288.8743977505,2016,11,08,0,0,1
464168,2804124,100679759,PERMIT - NEW CONSTRUCTION,2016-12-16T00:00:00.000,2016-12-20T00:00:00.000,12600.0,TORRENCE AVE,,"FOUNDATION SYSTEMS ONLY, FOR PROPOSED TWO-STORY ADDITION TO EXISTING MANUFACTURING PLANT SUPPORTED BY BELLED CAISSONS 12' BELOW GRADE. THE WORK WILL NOT UTILIZE EART RETENTION SYSTEMS. STRUCTURAL PEER REVIEW.",0.0,8427.0,550200.0,10.0,1195820.2580787956,1821874.2672059909,2016,12,20,0,0,1
464675,2805118,100680356,PERMIT - RENOVATION/ALTERATION,2017-11-06T00:00:00.000,2017-11-06T00:00:00.000,939.0,FULTON MARKET,,"INTERIOR/EXTERIOR ALTERATIONS TO AN EXISTING 3-STORY HEAVY TIMBER BUILDING WITH RETAIL ON 1ST FLOOR AND OFFICES ON 2ND AND 3RD FLOORS; NEW ROOF TOP DECK; GREEN ROOF INSTALLATION (4,106 SF VEGETATED AREA) AS PER PLANS. [CORE / SHELL]",0.0,32306.79,833000.0,27.0,1169957.751958273,1902020.0705706568,2017,11,06,0,0,1
464971,2805598,100680695,PERMIT - NEW CONSTRUCTION,2016-12-20T00:00:00.000,2016-12-20T00:00:00.000,2136.0,MAGNOLIA AVE,,NEW ONE-STORY MASONRY DETACHED GARAGE WITH FIREPLACE AND GREEN ROOF. NO WORK TO PRINCIPAL BUILDING (SINGLE FAMILY HOME).,0.0,725.0,832500.0,2.0,1167584.9170677392,1914499.749531839,2016,12,20,0,0,1
465104,2805935,100680846,PERMIT - EASY PERMIT PROCESS,2016-11-22T00:00:00.000,2016-11-22T00:00:00.000,1000.0,PERSHING RD,,"REPLACE TWO AMMONIA EVAPORATORS EV-73, EV-74 WITH TWO NEW COLMAC EVAPORATORS LOCATED IN THE PICKLE COOLER (MAIN PLANT). WORK TO INCLUDE ALL PIPING, ACCESSORIES, TESTING, START UP.",0.0,600.0,839900.0,11.0,1170253.4697245013,1879012.7263784185,2016,11,22,0,0,1
465392,2806567,100681213,PERMIT - NEW CONSTRUCTION,2017-04-27T00:00:00.000,2017-04-27T00:00:00.000,508.0,DIVERSEY PKWY,,DIRECT DEVELOPER SERVICES FOR NEW TWELVE STORY BUILDING WITH FULL BASEMENT FOR STORAGE & MEP FIRST FLOOR RETAIL PARKING FLOORS TWO AND THREE FLOOR 4 - 11 TO BE 53 RESIDENTIAL UNITS AND 12TH FLOOR AMENITY DECK WITH GREEN ROOF AND 54 INDOOR PARKING SPACES AS PER PLANS,0.0,80009.76,63301.0,44.0,1172418.6316669183,1918923.3647658497,2017,04,27,0,0,1
465816,2807433,100681693,PERMIT - NEW CONSTRUCTION,2017-01-09T00:00:00.000,2017-01-20T00:00:00.000,12600.0,TORRENCE AVE,,FULL BUILDING PERMIT FOR PROPOSED 2-STORY LOCKER ROOM AND OFFICE ADDITION TO EXISTING FORD MANUFACTURING PLANT. (FOUNDATION PERMIT #100679759),0.0,5464.0,550200.0,10.0,1195820.2580787956,1821874.2672059909,2017,01,20,0,0,1
469515,2815375,100686030,PERMIT - RENOVATION/ALTERATION,2017-03-30T00:00:00.000,2017-05-09T00:00:00.000,515.0,STATE ST,,"UPGRADES TO EXISTING EXTERIOR AT GRADE PLAZA OF EXISTING OFFICE BUILDING TO INCLUDE LANDSCAPED PLANTERS, BENCHES AND SEATING AS PER PLANS. (STRUCTURAL PEER REVIEW).",0.0,3017.64,81500.0,42.0,1176317.9172462272,1903812.2003528704,2017,05,09,0,0,1
469967,2816478,100686596,PERMIT - RENOVATION/ALTERATION,2017-02-22T00:00:00.000,2017-05-16T00:00:00.000,855.0,WELLS ST,,"SHELL AND CORE OF A 4-STORY OFFICE BUILDING WITH MECHANICAL PENTHOUSE AND BASEMENT AS PER PLANS. **STRUCTURAL PEER REVIEW** (1,574 SQ. FT. GREEN ROOF)** CERTIFIED CORRECTIONS ** CONDITIONAL APPROVAL ** SUBJECT TO FIELD INSPECTION",0.0,6094.2,81000.0,2.0,1174609.0061315263,1906286.531891029,2017,05,16,0,0,1
471095,2818989,100687967,PERMIT - RENOVATION/ALTERATION,2017-02-16T00:00:00.000,2017-02-16T00:00:00.000,9336.0,JEFFERY AVE,,MODIFYING EXISTING WIRELESS INSTALLATION: REPLACE EXISTING ANTENNA ON POS 4. INSTALL 3 NEW 1900 RRUS32 & 3 NEW 850 RRUS. ADD 1 NEW RAYCAP POWER & 1 DC/FIBER DISTRIBUTION UNIT. UPGRADE EXISTING LTE RBS 6501 FOR LTE 4C/5C EQUIPMENT. ADD 2 NEW DC12-48-60-RM. REPLACE EXISTING POWER PLANT & BATTERY. ADD 4 NEW DC POWER & 1 FIBER CABLE.,0.0,1575.0,480400.0,8.0,1191106.452621715,1843294.44865854,2017,02,16,0,0,1
471997,2821111,100689076,PERMIT - RENOVATION/ALTERATION,2017-03-08T00:00:00.000,2017-03-08T00:00:00.000,8927.0,ASHLAND AVE,,REPLACE EXISTING ANTENNA ON POS.4/ INSTALL 3 NEW RRUS32 & 3 NEW 850 RRUS. UPGRADE EXISTING LTE RBS 6601 FOR LTE 4C/5C EQUIPMENT. ADD 1 NEW DC12-48-60-RM. REPLACE EXISTING POWER PLANT. ADD 2 NEW DC POWER AND 1 FIBER CABLE.,0.0,825.0,730201.0,21.0,1167279.266407415,1845366.338696972,2017,03,08,0,0,1
472051,2821207,100689134,PERMIT - RENOVATION/ALTERATION,2017-09-28T00:00:00.000,2017-09-28T00:00:00.000,1000.0,OHIO ST,,"INTERIOR ALTERATIONS ONLY,  CHLORINE SYSTEM IMPROVEMENTS, INSTALL AN ADDITIONAL HIGH CAPACITY EMERGENCY CHLORINE SCRUBBER, REPLACE THE EXISTING HIGH CAPACITY EMERGENCY CHLORINE SCRUBBER, AND UPDATE THE 26 CHLORINATOR CONTROLLERS AND 5 EVAPORATOR CONTROLLERS TO PLCS, ON EXISTING WATER PURIFICATION PLANT AS PER PLANS.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)",0.0,2075.0,81402.0,42.0,1183213.414379655,1904604.8644569567,2017,09,28,0,0,1
472224,2821562,100689329,PERMIT - RENOVATION/ALTERATION,2017-03-14T00:00:00.000,2017-03-14T00:00:00.000,4404.0,BERTEAU AVE,,"REPLACE (3) EXISTING ANTENNAS WITH (3) NEW ANTENNAS (1 PER SECTOR), ADD (3) NEW RADIOS (1 PER SECTOR) REPLACE EXISTING POWER PLANT WITH NEW AND  ASSOCIATED LOW VOLTAGE CABLING TO EXISTING FACILITY LOCATED ON LATTICE TOWER, AS PER PLANS.  AT&T FA# 10008654 / SITE# IL0077.  ELECTRICAL PERMIT# 100687133.  PREVIOUS BUILDING PERMIT# 100622635",0.0,825.0,160200.0,45.0,1146038.7310384407,1927570.6699327112,2017,03,14,0,0,1
472562,2822301,100689757,PERMIT - RENOVATION/ALTERATION,2017-03-16T00:00:00.000,2017-03-16T00:00:00.000,8912.0,GREENWOOD AVE,,ADD (3) NEW RADIOS (1 PER SECTOR) REPLACE EXITING POWER PLANT WITH NEW POWERPLANT WITH ASSOCITED CABLING AT EXISTING FACILITY ON LATTICE TOWER PER PLANS. ATT FA# 100055104/SITE ID# IL0070. ELECTRICAL PERMIT# 100687136 PREVIOUS PERMIT#100489759,0.0,825.0,470100.0,8.0,1185067.2725814716,1846032.573046812,2017,03,16,0,0,1
475772,2828575,B100693512,PERMIT – EXPRESS PERMIT PROGRAM,2017-03-03T00:00:00.000,2017-03-07T00:00:00.000,329.0,PERSHING RD,Electrical Work,PERSHING JERNBERG PLANT   130-48660-02  LOW VOLTAGE PERMIT FOR LOW VOLTAGE CAMERA INSTALLATION,0.0,75.0,370100.0,3.0,1174737.3366132893,1879047.189263851,2017,03,07,0,0,1
475972,2828877,B100693733,PERMIT – EXPRESS PERMIT PROGRAM,2017-03-06T00:00:00.000,2017-03-06T00:00:00.000,600.0,KINZIE ST,Monthly Maintenance Permit,SCHEDULED PM ON ELECTRICAL EQUIPMENT INSIDE A CHOCOLATE FACTORY PLANT; - REWIRE PUMPS AND SCREENS AT DROPS SYSTEM.,0.0,450.0,243600.0,27.0,1172231.085536217,1902955.411466567,2017,03,06,0,0,1
